sensor_2,sensor_3,sensor_4,sensor_7,sensor_11,sensor_15,RUL,failure_soon
643.348,1595.742,1411.379,546.146,47.442,8.176,42,0
646.878,1577.953,1405.1,548.326,47.967,8.434,85,0
644.487,1584.746,1409.67,553.659,47.3,8.351,109,0
643.327,1596.607,1405.115,547.469,48.222,8.514,78,0
641.523,1589.38,1394.765,551.18,47.52,8.453,137,0
645.483,1594.696,1402.329,549.84,47.849,8.518,54,0
646.055,1597.743,1399.49,554.186,48.181,8.633,28,1
647.889,1589.187,1408.93,545.412,48.144,8.888,12,1
643.872,1595.707,1413.119,547.062,47.934,8.795,7,1
644.03,1589.296,1413.593,548.567,47.895,8.685,54,0
640.912,1592.87,1409.624,551.717,48.1,8.256,123,0
645.651,1601.571,1405.623,544.386,47.331,8.415,24,1
644.131,1577.845,1415.991,548.074,47.331,8.386,45,0
641.571,1581.776,1416.158,546.568,48.004,8.387,132,0
643.115,1595.045,1408.154,557.175,47.441,8.354,149,0
641.902,1596.911,1402.099,548.214,48.131,8.377,19,1
641.486,1591.412,1436.974,544.861,48.445,8.339,15,1
642.925,1604.727,1417.787,549.244,47.703,8.759,19,1
643.828,1589.525,1386.33,556.226,47.616,8.406,120,0
647.907,1589.732,1390.145,544.216,47.922,8.42,69,0
650.352,1604.25,1429.162,543.648,48.24,8.36,13,1
641.852,1582.649,1403.665,550.876,47.145,8.687,119,0
642.721,1606.442,1400.309,552.412,47.824,8.478,127,0
644.029,1600.408,1409.119,547.426,49.464,8.589,4,1
641.919,1600.019,1414.632,549.038,47.575,8.536,43,0
646.164,1581.831,1425.195,540.69,48.859,8.516,0,1
642.346,1584.246,1408.447,550.255,47.874,8.649,120,0
644.781,1573.157,1401.539,553.386,47.129,8.087,112,0
644.174,1582.495,1410.501,552.776,47.065,8.368,136,0
645.851,1594.865,1409.983,549.137,47.979,8.715,17,1
644.86,1588.114,1408.38,547.654,46.133,8.513,121,0
645.877,1593.825,1417.77,549.704,46.594,8.461,45,0
643.599,1589.346,1405.466,553.213,47.882,8.614,140,0
639.376,1585.923,1413.787,551.307,47.52,8.536,83,0
643.674,1584.155,1397.544,547.899,47.142,8.42,41,0
642.201,1597.48,1401.257,550.408,48.812,8.589,104,0
637.129,1586.051,1401.478,552.029,46.782,8.538,137,0
637.252,1586.677,1410.914,550.417,48.514,8.745,93,0
644.189,1598.779,1428.295,545.246,48.923,8.422,34,0
644.727,1584.066,1419.961,547.247,47.445,8.69,25,1
644.226,1605.152,1421.542,551.358,47.472,8.394,10,1
647.361,1583.313,1416.227,552.31,48.266,8.369,76,0
643.871,1576.396,1402.463,554.298,47.933,8.451,102,0
646.087,1587.809,1422.812,547.541,47.529,8.483,12,1
644.848,1595.944,1401.923,549.483,47.832,8.561,26,1
642.038,1592.356,1433.627,550.628,48.346,8.596,97,0
641.712,1587.01,1389.797,548.784,47.912,8.532,71,0
644.613,1593.916,1424.152,549.841,47.093,8.39,126,0
641.949,1587.265,1404.132,553.165,46.957,8.543,103,0
646.313,1591.847,1403.977,545.908,47.302,8.58,26,1
643.993,1593.841,1412.117,545.784,47.616,8.244,91,0
640.441,1567.01,1382.855,547.815,46.903,8.414,123,0
646.628,1600.279,1419.788,548.404,47.65,8.445,11,1
645.112,1594.999,1416.371,551.436,48.068,8.351,25,1
643.667,1588.081,1412.855,548.141,48.321,8.774,68,0
641.154,1595.547,1403.956,552.043,47.894,8.61,109,0
641.087,1590.428,1404.711,553.349,46.581,8.321,147,0
645.273,1584.372,1403.213,557.592,48.053,8.689,70,0
644.428,1601.104,1428.899,550.485,47.686,8.667,38,0
643.567,1591.89,1409.937,550.166,47.971,8.56,60,0
644.925,1596.233,1408.291,551.769,47.527,8.694,23,1
644.178,1583.337,1415.448,548.993,47.341,8.687,42,0
639.966,1594.128,1405.644,549.221,48.411,8.548,66,0
638.81,1594.485,1435.975,544.048,47.027,8.486,27,1
646.124,1596.046,1418.006,552.158,48.139,8.599,95,0
645.252,1586.828,1409.641,550.361,47.445,8.611,95,0
644.385,1579.196,1404.16,545.234,47.668,8.419,107,0
644.712,1587.021,1425.456,547.615,47.514,8.503,15,1
642.798,1583.776,1402.994,548.625,48.283,8.499,144,0
644.249,1601.043,1418.038,546.008,47.432,8.707,17,1
644.894,1596.462,1415.468,550.345,48.241,8.575,51,0
641.518,1595.009,1411.323,548.629,47.309,8.249,69,0
