unit_number,time_cycles,sensor_2,sensor_3,sensor_4,sensor_7,sensor_11,sensor_15
5,48,643.22,1589.57,1416.55,553.16,47.98,8.49
5,49,642.67,1591.69,1411.34,552.41,47.91,8.44
5,50,642.79,1591.7,1389.0,552.93,48.02,8.51
5,51,642.82,1600.46,1399.4,552.56,47.73,8.42
5,52,642.77,1592.23,1419.18,552.4,47.96,8.49
5,53,642.95,1607.17,1418.29,553.69,47.66,8.44
5,54,643.32,1597.44,1413.91,553.25,48.42,8.47
5,55,642.82,1587.38,1404.08,552.57,47.57,8.44
5,56,643.3,1594.45,1406.62,551.05,48.46,8.51
5,57,642.71,1591.5,1404.91,552.16,47.85,8.45
5,58,643.09,1582.43,1416.46,553.94,47.44,8.5
5,59,643.21,1605.39,1398.64,552.12,48.27,8.47
5,60,643.85,1600.21,1399.49,552.86,47.91,8.48
5,61,643.31,1599.39,1416.06,553.01,48.14,8.49
5,62,642.78,1597.39,1406.8,552.21,48.27,8.46
5,63,642.89,1588.32,1419.84,551.51,48.01,8.5
5,64,643.54,1593.92,1401.63,550.49,47.75,8.55
5,65,643.77,1602.09,1407.42,552.3,48.23,8.46
5,66,643.74,1590.95,1399.86,551.34,47.95,8.54
5,67,643.73,1582.28,1408.47,551.86,48.17,8.56
5,68,644.08,1596.34,1395.35,550.94,47.34,8.47
5,69,643.62,1597.08,1404.53,551.46,48.13,8.44
5,70,644.1,1598.97,1396.25,551.57,47.82,8.51
5,71,643.4,1602.76,1415.69,551.64,48.52,8.48
5,72,643.67,1602.46,1416.16,550.74,48.23,8.58
5,73,643.45,1600.43,1394.41,552.06,48.13,8.51
5,74,643.97,1606.29,1422.26,550.91,48.22,8.48
5,75,644.09,1590.25,1433.01,550.19,47.79,8.46
5,76,644.2,1602.64,1411.23,551.05,48.59,8.56
5,77,644.24,1603.63,1405.34,551.06,48.71,8.49
5,78,644.0,1592.69,1436.81,551.06,48.25,8.52
5,79,644.28,1591.37,1399.82,551.7,48.63,8.56
5,80,643.95,1596.18,1412.17,550.66,48.0,8.5
5,81,644.87,1596.95,1413.91,550.65,47.94,8.52
5,82,644.43,1605.72,1424.7,549.98,48.21,8.52
5,83,644.43,1597.78,1416.14,551.05,48.35,8.55
5,84,645.12,1596.61,1408.73,550.59,48.12,8.55
5,85,644.33,1598.36,1404.97,550.14,48.41,8.52
5,86,644.43,1609.03,1410.78,549.16,48.36,8.53
5,87,644.51,1602.68,1405.11,551.09,47.99,8.52
5,88,644.88,1601.82,1414.94,549.4,48.46,8.48
5,89,645.1,1602.53,1409.76,549.69,48.58,8.55
5,90,645.26,1611.24,1401.73,550.17,48.39,8.62
5,91,645.87,1599.29,1426.81,549.15,48.71,8.51
5,92,644.5,1611.99,1411.37,548.88,48.02,8.51
5,93,645.42,1605.66,1404.79,548.41,48.54,8.51
5,94,645.14,1603.75,1415.04,550.02,48.07,8.58
5,95,645.2,1620.03,1417.52,549.17,48.1,8.57
5,96,645.27,1599.01,1401.54,551.15,48.27,8.55
5,97,645.25,1603.54,1420.61,548.7,48.2,8.52
5,98,646.1,1598.6,1408.56,548.65,48.33,8.56
5,99,645.92,1612.03,1433.76,548.77,48.46,8.5
5,100,645.75,1616.78,1423.45,549.15,48.79,8.57
5,101,646.23,1617.0,1415.51,548.62,48.47,8.6
5,102,645.44,1614.67,1412.78,549.17,48.11,8.52
5,103,645.58,1606.48,1418.93,548.11,48.95,8.51
5,104,645.4,1605.82,1425.77,547.77,48.37,8.64
5,105,645.92,1598.33,1420.42,547.41,48.63,8.55
5,106,646.26,1620.92,1419.09,547.05,48.8,8.63
5,107,646.32,1611.88,1421.97,547.97,48.75,8.58
5,108,646.41,1606.47,1416.41,547.99,49.04,8.58
5,109,646.02,1617.96,1419.08,547.68,48.88,8.61
5,110,646.79,1603.84,1402.38,548.76,48.48,8.55
5,111,646.7,1613.28,1433.02,548.68,49.52,8.6
5,112,646.96,1609.65,1426.69,547.5,48.87,8.58
5,113,646.08,1616.02,1415.27,546.29,48.77,8.53
5,114,646.99,1611.14,1446.48,547.07,49.23,8.62
5,115,646.47,1600.27,1425.83,546.91,48.98,8.59
5,116,646.87,1613.04,1412.12,546.73,49.07,8.6
5,117,647.36,1621.96,1436.87,546.55,50.01,8.54
5,118,647.26,1612.92,1431.49,546.45,48.82,8.71
5,119,646.91,1620.85,1432.08,546.56,48.82,8.67
5,120,647.4,1603.82,1420.77,546.19,49.06,8.68
5,121,646.72,1614.11,1434.2,546.9,49.56,8.6
5,122,648.17,1608.31,1423.81,546.94,48.27,8.51
5,123,647.56,1623.16,1437.24,545.47,48.02,8.77
5,124,648.38,1615.95,1397.37,547.72,48.78,8.63
5,125,647.56,1623.83,1421.9,545.09,48.2,8.58
5,126,647.64,1629.1,1459.82,544.19,48.9,8.67
5,127,647.58,1625.13,1416.44,546.4,49.48,8.73
5,128,648.68,1620.63,1419.56,544.81,48.66,8.64
5,129,647.79,1605.12,1422.69,546.09,48.33,8.76
5,130,648.75,1618.1,1408.08,542.45,49.3,8.74
5,131,648.18,1611.5,1388.23,547.27,49.86,8.56
5,132,647.19,1614.34,1427.94,546.21,48.16,8.6
5,133,648.23,1614.24,1435.97,543.08,49.91,8.75
5,134,647.89,1605.96,1432.51,542.93,49.95,8.41
5,135,648.85,1591.87,1430.97,547.33,50.09,8.65
5,136,648.04,1610.86,1435.6,543.67,50.33,8.53
5,137,649.73,1624.19,1458.47,543.36,51.13,8.63
5,138,649.06,1600.79,1431.24,540.97,49.21,8.65
5,139,649.1,1622.42,1422.55,543.79,49.6,8.64
5,140,649.87,1653.34,1429.9,543.84,49.2,8.63
5,141,650.24,1639.96,1451.56,545.25,49.57,8.57
5,142,649.54,1651.19,1473.36,541.58,50.89,8.95
5,143,649.0,1630.75,1422.16,541.18,48.48,8.91
5,144,648.22,1644.9,1441.43,544.43,48.91,8.56
5,145,649.27,1612.14,1448.4,545.29,50.91,8.89
5,146,649.43,1613.83,1412.98,540.51,50.64,8.66
5,147,650.19,1575.52,1441.04,545.2,49.41,8.73
5,148,649.88,1648.7,1399.82,543.13,50.58,8.71
5,149,650.97,1656.33,1390.99,544.99,50.14,8.63
5,150,649.83,1616.74,1452.81,542.63,51.3,8.85
5,151,650.49,1622.96,1431.36,537.64,49.95,8.74
5,152,651.84,1613.37,1449.35,542.16,50.93,8.66
5,153,651.12,1636.76,1443.3,544.47,52.62,8.56
5,154,650.82,1652.75,1414.14,540.31,50.59,8.61
5,155,650.37,1593.4,1443.57,541.19,50.05,8.51
